smallest-text-minus href,listing-image src,listing-text-new,listing-text-new 2,fade-out-content-wrapper,fade-out-content-wrapper href 2,db,fade-out-content-wrapper 2,fade-out-content-wrapper 3,fade-out-content-wrapper 4
https://www.arabam.com/ilan/galeriden-satilik-chevrolet-aveo-1-3-d-ltz/boyasiz-2012-aveo-1-3-d-ltz-manuel/29926793,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/29/29926793/d1e17e8a-2e54-4920-b6f9-ca915f031e21_image_for_silan_29926793_240x180.jpg,Chevrolet Aveo 1.3 D LTZ,BOYASIZ 2012 AVEO 1.3 D LTZ MANUEL,2012,https://www.arabam.com/ilan/galeriden-satilik-chevrolet-aveo-1-3-d-ltz/boyasiz-2012-aveo-1-3-d-ltz-manuel/29926793,459.000 TL,,Denizli,Merkezefendi
https://www.arabam.com/ilan/galeriden-satilik-audi-a6-sedan-2-0-tdi/2015-hatasiz-hayalet-cift-navi-vakum-3kol/29026369,https://arbstorage.mncdn.com/ilanfotograflari/2025/04/16/29026369/b0d726a3-165b-48c0-9e8b-1272ee584c92_image_for_silan_29026369_240x180.jpg,Audi A6 Sedan 2.0 TDI,2015 HATASIZ HAYALET/ÇİFT NAVİ/VAKUM/3KOL,2015,https://www.arabam.com/ilan/galeriden-satilik-audi-a6-sedan-2-0-tdi/2015-hatasiz-hayalet-cift-navi-vakum-3kol/29026369,1.825.000 TL,,İzmir,Gaziemir
https://www.arabam.com/ilan/galeriden-satilik-dacia-duster-1-5-dci-laureate/mkn-otomotiv-den-2013-dacia-duster-1-5dci-laureate-4x4-hatasiz/29664927,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/14/29664927/35cb7376-e9d6-4942-8100-cad2e9b72320_image_for_silan_29664927_240x180.jpg,Dacia Duster 1.5 dCi Laureate,MKN OTOMOTİV'DEN 2013 DACİA DUSTER 1.5DCİ LAUREATE 4x4 HATASIZ,2013,https://www.arabam.com/ilan/galeriden-satilik-dacia-duster-1-5-dci-laureate/mkn-otomotiv-den-2013-dacia-duster-1-5dci-laureate-4x4-hatasiz/29664927,720.000 TL,,Konya,Çumra
https://www.arabam.com/ilan/galeriden-satilik-opel-astra-1-6-essentia-konfor/opel-astra-hatasiz-boyasiz-138-000-km/29928946,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/29/29928946/b7dea9b4-01f7-4d80-87aa-9d169b626bcb_image_for_silan_29928946_240x180.jpg,Opel Astra 1.6 Essentia Konfor,OPEL ASTRA HATASIZ BOYASIZ 138.000 KM,2011,https://www.arabam.com/ilan/galeriden-satilik-opel-astra-1-6-essentia-konfor/opel-astra-hatasiz-boyasiz-138-000-km/29928946,695.000 TL,,Tokat,Turhal
https://www.arabam.com/ilan/galeriden-satilik-mercedes-benz-s-350-bluetec/pars-autodan-bayi-cikisli-s350-long-4matic-258ps-257-km/29670074,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/14/29670074/6f78094c-4e43-4e99-b827-6f6c2cc39eec_image_for_silan_29670074_240x180.jpg,Mercedes - Benz S 350 BlueTEC,PARS AUTODAN BAYI ÇIKIŞLI S350 LONG 4MATİC 258PS 257***KM,2014,https://www.arabam.com/ilan/galeriden-satilik-mercedes-benz-s-350-bluetec/pars-autodan-bayi-cikisli-s350-long-4matic-258ps-257-km/29670074,4.225.000 TL,,Samsun,İlkadım
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-tiguan-1-4-tsi-sport-style/oscar-dan-dusuk-km-degisensiz-tiguan-4-emition/29927691,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/29/29927691/ba0caafb-575f-4fc2-84ab-0ed018e0671c_image_for_silan_29927691_240x180.jpg,Volkswagen Tiguan 1.4 TSI Sport&Style,OSCAR'dan DÜŞÜK KM DEĞİŞENSİZ TİGUAN 4 EMİTİON,2011,https://www.arabam.com/ilan/galeriden-satilik-volkswagen-tiguan-1-4-tsi-sport-style/oscar-dan-dusuk-km-degisensiz-tiguan-4-emition/29927691,865.000 TL,,Tekirdağ,Çerkezköy
https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-6-hdi-premium/dmr-cars-2009-pejo-207-1-6-hdi-en-ful-paket-rc-jant-coil-p-boya/29946500,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/29/29946500/9a58efaf-b9a7-4bff-a10c-0a2cd487b6ee_image_for_silan_29946500_240x180.jpg,Peugeot 207 1.6 HDi Premium,DMR CARS|2009 PEJO 207 1.6 HDİ/EN FUL PAKET/RC JANT/COIL/P BOYA,2007,https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-6-hdi-premium/dmr-cars-2009-pejo-207-1-6-hdi-en-ful-paket-rc-jant-coil-p-boya/29946500,405.000 TL,,İstanbul,Bağcılar
https://www.arabam.com/ilan/galeriden-satilik-fiat-palio-1-2-active/sefik-cengiz-den-tr-de-tek-2006-model-boyasiz-42bin-km/29939665,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/29/29939665/0bf90901-4ceb-4225-a233-2bdf4ae0d7fc_image_for_silan_29939665_240x180.jpg,Fiat Palio 1.2 Active,ŞEFİK CENGİZ'DEN TR DE TEK 2006 MODEL BOYASIZ 42BİN KM,2006,https://www.arabam.com/ilan/galeriden-satilik-fiat-palio-1-2-active/sefik-cengiz-den-tr-de-tek-2006-model-boyasiz-42bin-km/29939665,439.900 TL,,Kütahya,Tavşanlı
https://www.arabam.com/ilan/galeriden-satilik-ford-tourneo-connect-1-8-tdci-glx/2008-model-ford-connect-degisensiz/29938873,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/29/29938873/031b9380-48b6-4ff1-8d2f-7b083714528c_image_for_silan_29938873_240x180.jpg,Ford Tourneo Connect 1.8 TDCI GLX,2008 MODEL FORD CONNECT DEĞİŞENSİZ,2008,https://www.arabam.com/ilan/galeriden-satilik-ford-tourneo-connect-1-8-tdci-glx/2008-model-ford-connect-degisensiz/29938873,385.000 TL,,İzmir,Ödemiş
https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-elegant/sel-car-dan-2009-toyota-corolla-dizel-otomatik/29668024,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/14/29668024/18c3ee82-2d62-4278-967e-ffbf5d25bd17_image_for_silan_29668024_240x180.jpg,Toyota Corolla 1.4 D-4D Elegant,SEL-CAR'dan - 2009 - TOYOTA COROLLA - DİZEL - OTOMATİK,2009,https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-elegant/sel-car-dan-2009-toyota-corolla-dizel-otomatik/29668024,609.900 TL,,İstanbul,Beylikdüzü
https://www.arabam.com/ilan/galeriden-satilik-renault-clio-1-2-authentique/brk-otomotivden-satilik-clio/29664773,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/14/29664773/e36b80f8-0853-49bb-ba6f-ab0ee26b5981_image_for_silan_29664773_240x180.jpg,Renault Clio 1.2 Authentique,BRK OTOMOTİVDEN SATILIK CLİO,2006,,355.000 TL,,Aydın,Söke
https://www.arabam.com/ilan/galeriden-satilik-citroen-berlingo-1-9-d-sx/2001-otomobil-ruhsatli-citroen-berlingo-hidrolik-motor-cok-iyi/29924665,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/29/29924665/60ec0f7f-07c1-4d84-9941-77b15558d1c7_image_for_silan_29924665_240x180.jpg,Citroen Berlingo 1.9 D SX,2001 OTOMOBİL RUHSATLI CİTROEN BERLİNGO HİDROLİK MOTOR ÇOK İYİ,2001,https://www.arabam.com/ilan/galeriden-satilik-citroen-berlingo-1-9-d-sx/2001-otomobil-ruhsatli-citroen-berlingo-hidrolik-motor-cok-iyi/29924665,188.000 TL,,Aydın,Nazilli
https://www.arabam.com/ilan/galeriden-satilik-renault-laguna-1-8-rxe/firsat-araci-reno-motorlu/29912811,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/28/29912811/f287f9cb-1444-4b82-9473-4098fe75d032_image_for_silan_29912811_240x180.jpg,Renault Laguna 1.8 RXE,FIRSAT ARACI RENO MOTORLU,1996,https://www.arabam.com/ilan/galeriden-satilik-renault-laguna-1-8-rxe/firsat-araci-reno-motorlu/29912811,169.000 TL,,Kocaeli,İzmit
https://www.arabam.com/ilan/galeriden-satilik-chevrolet-aveo-1-3-d-ltz/boyasiz-2012-aveo-1-3-d-ltz-manuel/29926793,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Chevrolet Aveo 1.3 D LTZ,BOYASIZ 2012 AVEO 1.3 D LTZ MANUEL,2012,https://www.arabam.com/ilan/galeriden-satilik-chevrolet-aveo-1-3-d-ltz/boyasiz-2012-aveo-1-3-d-ltz-manuel/29926793,459.000 TL,,Denizli,Merkezefendi
https://www.arabam.com/ilan/galeriden-satilik-audi-a6-sedan-2-0-tdi/2015-hatasiz-hayalet-cift-navi-vakum-3kol/29026369,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Audi A6 Sedan 2.0 TDI,2015 HATASIZ HAYALET/ÇİFT NAVİ/VAKUM/3KOL,2015,https://www.arabam.com/ilan/galeriden-satilik-audi-a6-sedan-2-0-tdi/2015-hatasiz-hayalet-cift-navi-vakum-3kol/29026369,1.825.000 TL,,İzmir,Gaziemir
https://www.arabam.com/ilan/galeriden-satilik-dacia-duster-1-5-dci-laureate/mkn-otomotiv-den-2013-dacia-duster-1-5dci-laureate-4x4-hatasiz/29664927,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Dacia Duster 1.5 dCi Laureate,MKN OTOMOTİV'DEN 2013 DACİA DUSTER 1.5DCİ LAUREATE 4x4 HATASIZ,2013,https://www.arabam.com/ilan/galeriden-satilik-dacia-duster-1-5-dci-laureate/mkn-otomotiv-den-2013-dacia-duster-1-5dci-laureate-4x4-hatasiz/29664927,720.000 TL,,Konya,Çumra
https://www.arabam.com/ilan/galeriden-satilik-opel-astra-1-6-essentia-konfor/opel-astra-hatasiz-boyasiz-138-000-km/29928946,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Opel Astra 1.6 Essentia Konfor,OPEL ASTRA HATASIZ BOYASIZ 138.000 KM,2011,https://www.arabam.com/ilan/galeriden-satilik-opel-astra-1-6-essentia-konfor/opel-astra-hatasiz-boyasiz-138-000-km/29928946,695.000 TL,,Tokat,Turhal
https://www.arabam.com/ilan/galeriden-satilik-mercedes-benz-s-350-bluetec/pars-autodan-bayi-cikisli-s350-long-4matic-258ps-257-km/29670074,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Mercedes - Benz S 350 BlueTEC,PARS AUTODAN BAYI ÇIKIŞLI S350 LONG 4MATİC 258PS 257***KM,2014,https://www.arabam.com/ilan/galeriden-satilik-mercedes-benz-s-350-bluetec/pars-autodan-bayi-cikisli-s350-long-4matic-258ps-257-km/29670074,4.225.000 TL,,Samsun,İlkadım
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-tiguan-1-4-tsi-sport-style/oscar-dan-dusuk-km-degisensiz-tiguan-4-emition/29927691,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Volkswagen Tiguan 1.4 TSI Sport&Style,OSCAR'dan DÜŞÜK KM DEĞİŞENSİZ TİGUAN 4 EMİTİON,2011,https://www.arabam.com/ilan/galeriden-satilik-volkswagen-tiguan-1-4-tsi-sport-style/oscar-dan-dusuk-km-degisensiz-tiguan-4-emition/29927691,865.000 TL,,Tekirdağ,Çerkezköy
https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-6-hdi-premium/dmr-cars-2009-pejo-207-1-6-hdi-en-ful-paket-rc-jant-coil-p-boya/29946500,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Peugeot 207 1.6 HDi Premium,DMR CARS|2009 PEJO 207 1.6 HDİ/EN FUL PAKET/RC JANT/COIL/P BOYA,2007,https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-6-hdi-premium/dmr-cars-2009-pejo-207-1-6-hdi-en-ful-paket-rc-jant-coil-p-boya/29946500,405.000 TL,,İstanbul,Bağcılar
https://www.arabam.com/ilan/galeriden-satilik-fiat-palio-1-2-active/sefik-cengiz-den-tr-de-tek-2006-model-boyasiz-42bin-km/29939665,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Fiat Palio 1.2 Active,ŞEFİK CENGİZ'DEN TR DE TEK 2006 MODEL BOYASIZ 42BİN KM,2006,https://www.arabam.com/ilan/galeriden-satilik-fiat-palio-1-2-active/sefik-cengiz-den-tr-de-tek-2006-model-boyasiz-42bin-km/29939665,439.900 TL,,Kütahya,Tavşanlı
https://www.arabam.com/ilan/galeriden-satilik-ford-tourneo-connect-1-8-tdci-glx/2008-model-ford-connect-degisensiz/29938873,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Ford Tourneo Connect 1.8 TDCI GLX,2008 MODEL FORD CONNECT DEĞİŞENSİZ,2008,https://www.arabam.com/ilan/galeriden-satilik-ford-tourneo-connect-1-8-tdci-glx/2008-model-ford-connect-degisensiz/29938873,385.000 TL,,İzmir,Ödemiş
https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-elegant/sel-car-dan-2009-toyota-corolla-dizel-otomatik/29668024,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Toyota Corolla 1.4 D-4D Elegant,SEL-CAR'dan - 2009 - TOYOTA COROLLA - DİZEL - OTOMATİK,2009,https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-elegant/sel-car-dan-2009-toyota-corolla-dizel-otomatik/29668024,609.900 TL,,İstanbul,Beylikdüzü
https://www.arabam.com/ilan/galeriden-satilik-renault-clio-1-2-authentique/brk-otomotivden-satilik-clio/29664773,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Renault Clio 1.2 Authentique,BRK OTOMOTİVDEN SATILIK CLİO,2006,,355.000 TL,,Aydın,Söke
https://www.arabam.com/ilan/galeriden-satilik-citroen-berlingo-1-9-d-sx/2001-otomobil-ruhsatli-citroen-berlingo-hidrolik-motor-cok-iyi/29924665,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Citroen Berlingo 1.9 D SX,2001 OTOMOBİL RUHSATLI CİTROEN BERLİNGO HİDROLİK MOTOR ÇOK İYİ,2001,https://www.arabam.com/ilan/galeriden-satilik-citroen-berlingo-1-9-d-sx/2001-otomobil-ruhsatli-citroen-berlingo-hidrolik-motor-cok-iyi/29924665,188.000 TL,,Aydın,Nazilli
https://www.arabam.com/ilan/galeriden-satilik-renault-laguna-1-8-rxe/firsat-araci-reno-motorlu/29912811,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Renault Laguna 1.8 RXE,FIRSAT ARACI RENO MOTORLU,1996,https://www.arabam.com/ilan/galeriden-satilik-renault-laguna-1-8-rxe/firsat-araci-reno-motorlu/29912811,169.000 TL,,Kocaeli,İzmit
https://www.arabam.com/ilan/galeriden-satilik-fiat-doblo-panorama-1-6-multijet-premio-plus/2020-doblo-premio-plus-1-6-120-bg-76-000-km-aksesuarli/29924237,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/29/29924237/a3398038-9b22-4744-bce2-bf5039148a9d_image_for_silan_29924237_240x180.jpg,Fiat Doblo Panorama 1.6 Multijet Premio Plus,2020 - Doblo Premio Plus 1.6 120 Bg 76.000 Km Aksesuarlı,2020,https://www.arabam.com/ilan/galeriden-satilik-fiat-doblo-panorama-1-6-multijet-premio-plus/2020-doblo-premio-plus-1-6-120-bg-76-000-km-aksesuarli/29924237,805.000 TL,,Yalova,Merkez
https://www.arabam.com/ilan/galeriden-satilik-mercedes-benz-c-180-amg/royal-garage-dan-2015-c180-amg-beyaz-cam-tvn-k-isitma-bayii/29911477,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/28/29911477/17b31240-1298-48a9-8456-4bfe5e82219c_image_for_silan_29911477_240x180.jpg,Mercedes - Benz C 180 AMG,ROYAL GARAGE'DAN 2015 C180 AMG-BEYAZ-CAM TVN-K.ISITMA-BAYİİ,2015,https://www.arabam.com/ilan/galeriden-satilik-mercedes-benz-c-180-amg/royal-garage-dan-2015-c180-amg-beyaz-cam-tvn-k-isitma-bayii/29911477,1.529.750 TL,,Ankara,Akyurt
https://www.arabam.com/ilan/galeriden-satilik-mercedes-benz-e-220-d-amg/2017-e-220d-amg-4-matic-hatasiz-boyasiz-comand-ici-findik/29908781,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/28/29908781/2d246e79-20e5-4d07-8d3c-2ae702b44c72_image_for_silan_29908781_240x180.jpg,Mercedes - Benz E 220 D AMG,2017'E.220d AMG 4.MATİC HATASIZ BOYASIZ COMAND İÇİ FINDIK,2017,https://www.arabam.com/ilan/galeriden-satilik-mercedes-benz-e-220-d-amg/2017-e-220d-amg-4-matic-hatasiz-boyasiz-comand-ici-findik/29908781,3.480.000 TL,,Ankara,Akyurt
https://www.arabam.com/ilan/galeriden-satilik-audi-a3-sedan-1-6-tdi-ambiente/2016-a3-sedan-dizel-otomatik-hatasiz-cam-tavan-ici-bej/29908779,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/28/29908779/70a374ce-658f-45d4-812e-12776e95af88_image_for_silan_29908779_240x180.jpg,Audi A3 Sedan 1.6 TDI Ambiente,2016 A3 SEDAN DİZEL OTOMATİK HATASIZ CAM TAVAN İÇİ BEJ,2016,https://www.arabam.com/ilan/galeriden-satilik-audi-a3-sedan-1-6-tdi-ambiente/2016-a3-sedan-dizel-otomatik-hatasiz-cam-tavan-ici-bej/29908779,1.395.000 TL,,Ankara,Akyurt
https://www.arabam.com/ilan/galeriden-satilik-opel-corsa-1-3-cdti-essentia/akarsu-otomotivden-130-000-km-de-degisensiz-opel-corsa-1-3-cdti/29931260,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/29/29931260/eac97479-b64e-43a7-8a86-4d092d11fbaa_image_for_silan_29931260_240x180.jpg,Opel Corsa 1.3 CDTI Essentia,AKARSU OTOMOTİVDEN 130.000 KM DE DEĞİŞENSİZ OPEL CORSA 1.3 CDTİ,2013,https://www.arabam.com/ilan/galeriden-satilik-opel-corsa-1-3-cdti-essentia/akarsu-otomotivden-130-000-km-de-degisensiz-opel-corsa-1-3-cdti/29931260,555.000 TL,,Tokat,Zile
https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-2-0-tdi-prestige/2014-deri-koltuk-sogutma-4-koltuk-isitma-anahtarsiz-calistirma/29938993,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/29/29938993/0887f58a-a7a9-4a91-93ea-c158075612e1_image_for_silan_29938993_240x180.jpg,Skoda SuperB 2.0 TDI Prestige,2014 DERİ KOLTUK SOĞUTMA 4 KOLTUK ISITMA ANAHTARSIZ ÇALIŞTIRMA,2014,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-2-0-tdi-prestige/2014-deri-koltuk-sogutma-4-koltuk-isitma-anahtarsiz-calistirma/29938993,1.150.000 TL,,İzmir,Gaziemir
https://www.arabam.com/ilan/galeriden-satilik-mini-cooper-countryman-1-6-s/british-ingiltere-paket-cooper-works-koleksiyon-ozel-siparis/29937483,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/29/29937483/918c4a72-0ee8-467d-a601-034a227e61dc_image_for_silan_29937483_240x180.jpg,MINI Cooper Countryman 1.6 S,BRİTİSH (İNGİLTERE) PAKET+COOPER WORKS. KOLEKSİYON ÖZEL SİPARİŞ,2013,https://www.arabam.com/ilan/galeriden-satilik-mini-cooper-countryman-1-6-s/british-ingiltere-paket-cooper-works-koleksiyon-ozel-siparis/29937483,1.150.000 TL,,Tekirdağ,Çorlu
https://www.arabam.com/ilan/galeriden-satilik-chevrolet-aveo-1-3-d-ltz/boyasiz-2012-aveo-1-3-d-ltz-manuel/29926793,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Chevrolet Aveo 1.3 D LTZ,BOYASIZ 2012 AVEO 1.3 D LTZ MANUEL,2012,https://www.arabam.com/ilan/galeriden-satilik-chevrolet-aveo-1-3-d-ltz/boyasiz-2012-aveo-1-3-d-ltz-manuel/29926793,459.000 TL,,Denizli,Merkezefendi
https://www.arabam.com/ilan/galeriden-satilik-audi-a6-sedan-2-0-tdi/2015-hatasiz-hayalet-cift-navi-vakum-3kol/29026369,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Audi A6 Sedan 2.0 TDI,2015 HATASIZ HAYALET/ÇİFT NAVİ/VAKUM/3KOL,2015,https://www.arabam.com/ilan/galeriden-satilik-audi-a6-sedan-2-0-tdi/2015-hatasiz-hayalet-cift-navi-vakum-3kol/29026369,1.825.000 TL,,İzmir,Gaziemir
https://www.arabam.com/ilan/galeriden-satilik-dacia-duster-1-5-dci-laureate/mkn-otomotiv-den-2013-dacia-duster-1-5dci-laureate-4x4-hatasiz/29664927,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Dacia Duster 1.5 dCi Laureate,MKN OTOMOTİV'DEN 2013 DACİA DUSTER 1.5DCİ LAUREATE 4x4 HATASIZ,2013,https://www.arabam.com/ilan/galeriden-satilik-dacia-duster-1-5-dci-laureate/mkn-otomotiv-den-2013-dacia-duster-1-5dci-laureate-4x4-hatasiz/29664927,720.000 TL,,Konya,Çumra
https://www.arabam.com/ilan/galeriden-satilik-opel-astra-1-6-essentia-konfor/opel-astra-hatasiz-boyasiz-138-000-km/29928946,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Opel Astra 1.6 Essentia Konfor,OPEL ASTRA HATASIZ BOYASIZ 138.000 KM,2011,https://www.arabam.com/ilan/galeriden-satilik-opel-astra-1-6-essentia-konfor/opel-astra-hatasiz-boyasiz-138-000-km/29928946,695.000 TL,,Tokat,Turhal
https://www.arabam.com/ilan/galeriden-satilik-mercedes-benz-s-350-bluetec/pars-autodan-bayi-cikisli-s350-long-4matic-258ps-257-km/29670074,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Mercedes - Benz S 350 BlueTEC,PARS AUTODAN BAYI ÇIKIŞLI S350 LONG 4MATİC 258PS 257***KM,2014,https://www.arabam.com/ilan/galeriden-satilik-mercedes-benz-s-350-bluetec/pars-autodan-bayi-cikisli-s350-long-4matic-258ps-257-km/29670074,4.225.000 TL,,Samsun,İlkadım
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-tiguan-1-4-tsi-sport-style/oscar-dan-dusuk-km-degisensiz-tiguan-4-emition/29927691,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Volkswagen Tiguan 1.4 TSI Sport&Style,OSCAR'dan DÜŞÜK KM DEĞİŞENSİZ TİGUAN 4 EMİTİON,2011,https://www.arabam.com/ilan/galeriden-satilik-volkswagen-tiguan-1-4-tsi-sport-style/oscar-dan-dusuk-km-degisensiz-tiguan-4-emition/29927691,865.000 TL,,Tekirdağ,Çerkezköy
https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-6-hdi-premium/dmr-cars-2009-pejo-207-1-6-hdi-en-ful-paket-rc-jant-coil-p-boya/29946500,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Peugeot 207 1.6 HDi Premium,DMR CARS|2009 PEJO 207 1.6 HDİ/EN FUL PAKET/RC JANT/COIL/P BOYA,2007,https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-6-hdi-premium/dmr-cars-2009-pejo-207-1-6-hdi-en-ful-paket-rc-jant-coil-p-boya/29946500,405.000 TL,,İstanbul,Bağcılar
https://www.arabam.com/ilan/galeriden-satilik-fiat-palio-1-2-active/sefik-cengiz-den-tr-de-tek-2006-model-boyasiz-42bin-km/29939665,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Fiat Palio 1.2 Active,ŞEFİK CENGİZ'DEN TR DE TEK 2006 MODEL BOYASIZ 42BİN KM,2006,https://www.arabam.com/ilan/galeriden-satilik-fiat-palio-1-2-active/sefik-cengiz-den-tr-de-tek-2006-model-boyasiz-42bin-km/29939665,439.900 TL,,Kütahya,Tavşanlı
https://www.arabam.com/ilan/galeriden-satilik-ford-tourneo-connect-1-8-tdci-glx/2008-model-ford-connect-degisensiz/29938873,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Ford Tourneo Connect 1.8 TDCI GLX,2008 MODEL FORD CONNECT DEĞİŞENSİZ,2008,https://www.arabam.com/ilan/galeriden-satilik-ford-tourneo-connect-1-8-tdci-glx/2008-model-ford-connect-degisensiz/29938873,385.000 TL,,İzmir,Ödemiş
https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-elegant/sel-car-dan-2009-toyota-corolla-dizel-otomatik/29668024,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Toyota Corolla 1.4 D-4D Elegant,SEL-CAR'dan - 2009 - TOYOTA COROLLA - DİZEL - OTOMATİK,2009,https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-4-d-4d-elegant/sel-car-dan-2009-toyota-corolla-dizel-otomatik/29668024,609.900 TL,,İstanbul,Beylikdüzü
https://www.arabam.com/ilan/galeriden-satilik-renault-clio-1-2-authentique/brk-otomotivden-satilik-clio/29664773,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Renault Clio 1.2 Authentique,BRK OTOMOTİVDEN SATILIK CLİO,2006,,355.000 TL,,Aydın,Söke
https://www.arabam.com/ilan/galeriden-satilik-citroen-berlingo-1-9-d-sx/2001-otomobil-ruhsatli-citroen-berlingo-hidrolik-motor-cok-iyi/29924665,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Citroen Berlingo 1.9 D SX,2001 OTOMOBİL RUHSATLI CİTROEN BERLİNGO HİDROLİK MOTOR ÇOK İYİ,2001,https://www.arabam.com/ilan/galeriden-satilik-citroen-berlingo-1-9-d-sx/2001-otomobil-ruhsatli-citroen-berlingo-hidrolik-motor-cok-iyi/29924665,188.000 TL,,Aydın,Nazilli
https://www.arabam.com/ilan/galeriden-satilik-renault-laguna-1-8-rxe/firsat-araci-reno-motorlu/29912811,https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg,Renault Laguna 1.8 RXE,FIRSAT ARACI RENO MOTORLU,1996,https://www.arabam.com/ilan/galeriden-satilik-renault-laguna-1-8-rxe/firsat-araci-reno-motorlu/29912811,169.000 TL,,Kocaeli,İzmit
https://www.arabam.com/ilan/galeriden-satilik-chevrolet-aveo-1-3-d-ltz/boyasiz-2012-aveo-1-3-d-ltz-manuel/29926793,https://arbstorage.mncdn.com/ilanfotograflari/2025/05/29/29926793/d1e17e8a-2e54-4920-b6f9-ca915f031e21_image_for_silan_29926793_240x180.jpg,Chevrolet Aveo 1.3 D LTZ,BOYASIZ 2012 AVEO 1.3 D LTZ MANUEL,2012,https://www.arabam.com/ilan/galeriden-satilik-chevrolet-aveo-1-3-d-ltz/boyasiz-2012-aveo-1-3-d-ltz-manuel/29926793,459.000 TL,,Denizli,Merkezefendi
